1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00023	0.59145	0.02637	0.02472	0.03947	0.03931	0.0399	0.04214	0.02178	0.03435	0.01342	0.01533	0.01059	0.00874	0.02155	0.01953	0.01513	0.01287	0.01173	0.01141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00019	0.0145	0.70618	0.02322	0.01039	0.00683	0.01134	0.01509	0.01576	0.02497	0.01274	0.00567	0.01489	0.0138	0.01535	0.01719	0.0171	0.02903	0.00926	0.03649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00021	0.02026	0.01137	0.66314	0.01492	0.01023	0.00989	0.02433	0.02434	0.01281	0.02246	0.02238	0.01444	0.01802	0.0082	0.01465	0.02624	0.01258	0.02591	0.03155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00019	0.01236	0.01095	0.02338	0.62106	0.02088	0.03217	0.03625	0.01143	0.00791	0.04186	0.01274	0.02082	0.03719	0.02133	0.01019	0.01342	0.01972	0.02749	0.01868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.07618	0.01197	0.01305	0.03174	0.44567	0.0466	0.05431	0.03565	0.01582	0.01274	0.02886	0.03612	0.03236	0.01578	0.03631	0.01926	0.03142	0.01265	0.0435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00072	0.04282	0.03545	0.07301	0.06177	0.04285	0	0.06058	0.0229	0.04713	0.04675	0.08184	0.07484	0.04992	0.03498	0.03305	0.07166	0.04914	0.0806	0.05713	0	0	0.03286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00016	0.00871	0.00358	0.01405	0.01034	0.01543	0.01247	0.75766	0.00916	0.01345	0.02123	0.01524	0.01803	0.01927	0.01024	0.0108	0.01227	0.01055	0.01223	0.02512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00022	0.04425	0.01009	0.01634	0.03044	0.03058	0.02612	0.02788	0.61207	0.00882	0.02655	0.00857	0.01856	0.01944	0.0276	0.01814	0.02219	0.02594	0.01469	0.0115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00019	0.01518	0.01037	0.01413	0.00743	0.02476	0.00949	0.00684	0.0246	0.70518	0.0252	0.00959	0.02105	0.01753	0.02252	0.00947	0.01804	0.00773	0.01914	0.02199	0	0	0	0.00958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00023	0.01788	0.0321	0.01333	0.01383	0.01301	0.0117	0.01897	0.00535	0.00808	0.68896	0.02996	0.01771	0.01542	0.00888	0.02462	0.01332	0.02718	0.0153	0.01358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01059	0	0	0	0	0	0	0	0	0	0	
0.00022	0.0212	0.01237	0.03726	0.02466	0.01009	0.01646	0.03267	0.01691	0.01616	0.01994	0.64664	0.01908	0.00937	0.00753	0.01522	0.01214	0.02205	0.01209	0.02397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01213	0	0	0	
0.00022	0.006	0.01567	0.02016	0.02461	0.02959	0.01413	0.01494	0.02538	0.01497	0.01029	0.0278	0.67349	0.01488	0.00675	0.01462	0.01783	0.03135	0.00984	0.02747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00021	0.02898	0.02651	0.01976	0.0297	0.00903	0.02321	0.01606	0.0061	0.01262	0.0244	0.03411	0.02255	0.64957	0.02228	0.01001	0.01985	0.01412	0.01008	0.00933	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00016	0.0101	0.01009	0.01669	0.01947	0.00707	0.01685	0.01645	0.00642	0.00866	0.01897	0.02554	0.00707	0.02275	0.72226	0.0149	0.02071	0.02155	0.00807	0.01703	0	0	0	0	0	0.0092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00022	0.00573	0.00805	0.00959	0.01903	0.01167	0.01485	0.02259	0.01154	0.00593	0.02112	0.01651	0.00704	0.01695	0.00531	0.7112	0.02757	0.03035	0.01613	0.02928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00934	
0.00024	0.01269	0.01126	0.04423	0.03419	0.0203	0.01847	0.04931	0.02087	0.01056	0.03229	0.01293	0.02202	0.01469	0.01219	0.02749	0.5992	0.02329	0.01174	0.02202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00019	0.01926	0.00932	0.0201	0.01881	0.03124	0.01266	0.01242	0.01117	0.00544	0.00853	0.02256	0.02315	0.02753	0.01661	0.00752	0.00485	0.70124	0.01178	0.02495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01068	0	0	0	0	0	0	0	0	0	
0.00024	0.0131	0.01952	0.02311	0.00954	0.01424	0.04184	0.03006	0.02888	0.0071	0.04053	0.02222	0.02142	0.01695	0.01537	0.03935	0.01104	0.01549	0.61232	0.01769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0002	0.00954	0.01185	0.01454	0.01947	0.02737	0.02335	0.03433	0.01457	0.01823	0.01358	0.034	0.02248	0.01434	0.03438	0.00902	0.01073	0.0136	0.00722	0.65419	0.01301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75355	0.00989	0.0236	0.01354	0.02546	0.03049	0.01667	0.00911	0.00826	0.00937	0.01159	0.01791	0	0	0	0	0	0.00916	0.02335	0	0	0	0	0	0	0	0.01722	0	0	0	0.00451	0.01596	0	0	0	0	0	
0.00124	0	0	0	0	0	0	0.03156	0	0	0	0	0	0	0	0	0	0	0	0	0.10332	0.0805	0.07251	0.0136	0.04607	0.02858	0.06231	0.04008	0.06099	0.04099	0.02311	0.12933	0	0	0	0	0	0.0362	0.0858	0	0	0	0	0	0	0	0.07464	0	0	0	0.01672	0.05244	0	0	0	0	0	
0.00036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02238	0.01908	0.72637	0.01476	0.00994	0.01969	0.00759	0.01746	0.00822	0.00885	0.02477	0.01737	0	0	0	0	0	0.01408	0.0275	0	0	0	0	0	0	0	0.01902	0	0	0	0.02785	0.01469	0	0	0	0	0	
0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02887	0.02792	0.01707	0.73592	0.01759	0.01524	0.00563	0.00903	0.01645	0.0105	0.01391	0.02195	0	0	0	0	0	0.0314	0.00561	0	0	0	0	0	0	0	0.00674	0	0	0	0.00643	0.02944	0	0	0	0	0	
0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01536	0.01375	0.03685	0.01676	0.68323	0.00751	0.01075	0.01292	0.03287	0.01291	0.03408	0.0179	0	0	0	0	0	0.01821	0.01995	0	0.01076	0	0	0	0	0	0.01765	0	0	0	0.01791	0.02013	0	0	0	0	0	
0.00084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03352	0.03203	0.02968	0.0485	0.02427	0.49637	0.06405	0.03426	0.01894	0.0261	0.02312	0.03928	0	0	0	0	0	0.02064	0.04141	0	0	0	0	0	0	0	0.02053	0	0	0	0.01417	0.03229	0	0	0	0	0	
